,1N-Z,n,z,A,EL,O,mass_excess,mass_unc,binding_energy,bind_ener_unc,beta_mode,beta_ener,beta_unc,atomic_mass,atom_mass_unc,symbol,a,radius_val,radius_unc,radius_preliminary_val,radius_preliminary_unc,parity_encoder,isospin_asymmetry
1179,10,54,44,98,Ru,,-88224.871,6.463,8.620314,0.0659,B-,-5049.6529,10.0,905286.709,6.937,Ru,98.0,4.4229,0.0055,,,Even-Even,0.10204081632653061
1180,11,55,44,99,Ru,,-87625.385,0.343,8.6087132,0.0035,B-,-2040.8632,19.4529,905930.284,0.368,Ru,99.0,4.4338,0.0042,,,Even-Odd,0.11111111111111116
1181,12,56,44,100,Ru,,-89227.391,0.342,8.6193593,0.0034,B-,-3636.2612,18.1231,904210.46,0.367,Ru,100.0,4.4531,0.0031,,,Even-Even,0.12
1182,13,57,44,101,Ru,,-87958.113,0.413,8.601366,0.0041,B-,-545.6846,5.8518,905573.086,0.443,Ru,101.0,4.4606,0.002,,,Even-Odd,0.12871287128712872
1183,14,58,44,102,Ru,,-89106.435,0.416,8.6074275,0.0041,B-,-2323.1187,6.396,904340.312,0.446,Ru,102.0,4.4809,0.0018,,,Even-Even,0.13725490196078427
1184,15,59,44,103,Ru,,-87267.168,0.441,8.5843656,0.0043,B-,764.5378,2.2598,906314.846,0.473,,,,,,,Even-Odd,
1185,16,60,44,104,Ru,,-88095.763,2.498,8.5873998,0.024,B-,-1136.4195,3.3643,905425.312,2.682,Ru,104.0,4.5098,0.002,,,Even-Even,0.15384615384615385
1186,17,61,44,105,Ru,,-85934.543,2.499,8.561901599999999,0.0238,B-,1916.7271,2.8508,907745.478,2.683,,,,,,,Even-Odd,
1187,18,62,44,106,Ru,,-86323.253,5.391,8.5609406,0.0509,B-,39.4038,0.2121,907328.181,5.787,,,,,,,Even-Even,
1188,19,63,44,107,Ru,-nn,-83862.565,8.673,8.5333676,0.0811,B-,3001.1457,14.8473,909969.837,9.31,,,,,,,Even-Odd,
1189,20,64,44,108,Ru,-3n,-83661.404,8.68,8.5272267,0.0804,B-,1369.7517,16.4699,910185.793,9.318,,,,,,,Even-Even,
1190,21,65,44,109,Ru,-4n,-80738.455,8.954,8.496227999999999,0.0821,B-,4260.7958,9.8229,913323.707,9.612,,,,,,,Even-Odd,
1191,22,66,44,110,Ru,,-80072.629,8.924,8.4863123,0.0811,B-,2756.0638,19.4044,914038.501,9.58,,,,,,,Even-Even,
1192,23,67,44,111,Ru,x,-76785.325,9.682,8.4529582,0.0872,B-,5518.5456,11.8621,917567.566,10.394,,,,,,,Even-Odd,
1193,24,68,44,112,Ru,x,-75630.873,9.6,8.4392431,0.0857,B-,4100.179,45.1185,918806.922,10.305,,,,,,,Even-Even,
1194,25,69,44,113,Ru,,-71867.816,38.282,8.4026857,0.3388,B-,6899.1276,38.9406,922846.729,41.097,,,,,,,Even-Odd,
1195,26,70,44,114,Ru,x,-70221.213,3.556,8.3853351,0.0312,B-,5489.0622,71.6432,924614.43,3.817,,,,,,,Even-Even,
1196,27,71,44,115,Ru,x,-66105.296,25.166,8.346814,0.2188,B-,8123.9327,26.1788,929033.049,27.016,,,,,,,Even-Odd,
1197,28,72,44,116,Ru,x,-64068.917,3.726,8.326884,0.0321,B-,6666.8252,73.9257,931219.191,4.0,,,,,,,Even-Even,
1198,29,73,44,117,Ru,x,-59489.871,433.145,8.2855625,3.7021,B-,9406.8875,433.2361,936135.0,465.0,,,,,,,Even-Odd,
1199,30,74,44,118,Ru,x,,,,,B-,,,,,,,,,,,Even-Even,
1200,31,75,44,119,Ru,x,,,,,B-,,,,,,,,,,,Even-Odd,
1201,32,76,44,120,Ru,x,,,,,B-,,,,,,,,,,,Even-Even,
1202,33,77,44,121,Ru,x,,,,,B-,,,,,,,,,,,Even-Odd,
1203,34,78,44,122,Ru,x,,,,,B-,,,,,,,,,,,Even-Even,
1204,35,79,44,123,Ru,x,,,,,B-,,,,,,,,,,,Even-Odd,
1205,36,80,44,124,Ru,x,,,,,B-,,,,,,,,,,,Even-Even,
1206,37,81,44,125,Ru,x,,,,,B-,,,,,,,,,,,Even-Odd,
1207,-2,43,45,88,Rh,x,,,,,B-,,,,,,,,,,,Odd-Odd,
1208,-1,44,45,89,Rh,-p,,,,,B-,,,,,,,,,,,Even-Odd,
1209,0,45,45,90,Rh,-,,,,,B-,,,,,,,,,,,Odd-Odd,
1210,1,46,45,91,Rh,x,,,,,B-,,,,,,,,,,,Even-Odd,
1211,2,47,45,92,Rh,x,-62999.095,4.378,8.3734211,0.0476,B-,-8220.0,345.0,932367.692,4.7,,,,,,,Odd-Odd,
1212,3,48,45,93,Rh,,-69011.81,2.629,8.4348255,0.0283,B-,-10030.0,370.0,925912.778,2.821,,,,,,,Even-Odd,
1213,4,49,45,94,Rh,,-72907.623,3.379,8.4724033,0.0359,B-,-6805.3428,5.4588,921730.45,3.627,,,,,,,Odd-Odd,
1214,5,50,45,95,Rh,,-78340.616,3.886,8.5253707,0.0409,B-,-8374.7035,4.9281,915897.893,4.171,,,,,,,Even-Odd,
1215,6,51,45,96,Rh,-,-79687.732,10.001,8.5346735,0.1042,B-,-3504.3127,10.8442,914451.705,10.737,,,,,,,Odd-Odd,
1216,7,52,45,97,Rh,-,-82597.564,35.463,8.5598949,0.3656,B-,-4791.7118,35.7924,911327.872,38.071,,,,,,,Even-Odd,
1217,8,53,45,98,Rh,-,-83175.219,11.906,8.5608038,0.1215,B-,-1854.2331,12.8161,910707.734,12.782,,,,,,,Odd-Odd,
1218,9,54,45,99,Rh,,-85584.522,19.451,8.580195900000001,0.1965,B-,-3401.6603,18.9153,908121.241,20.881,,,,,,,Even-Odd,
1219,10,55,45,100,Rh,,-85591.13,18.125,8.5751732,0.1813,B-,-378.4577,25.2879,908114.147,19.458,,,,,,,Odd-Odd,
1220,11,56,45,101,Rh,,-87412.428,5.841,8.588217199999999,0.0578,B-,-1980.2833,3.9027,906158.903,6.27,,,,,,,Even-Odd,
1221,12,57,45,102,Rh,-,-86783.316,6.41,8.5769818,0.0628,B-,1119.647,6.3962,906834.282,6.88,,,,,,,Odd-Odd,
1222,13,58,45,103,Rh,,-88031.705,2.301,8.5841927,0.0223,B-,-574.7252,2.3928,905494.081,2.47,Rh,103.0,4.4945,0.0023,,,Even-Odd,0.12621359223300976
1223,14,59,45,104,Rh,-n,-86959.344,2.303,8.5689501,0.0221,B-,2435.7789,2.6595,906645.309,2.471,,,,,,,Odd-Odd,
1224,15,60,45,105,Rh,,-87851.27,2.502,8.572705299999999,0.0238,B-,566.6347,2.3459,905687.787,2.685,,,,,,,Even-Odd,
1225,16,61,45,106,Rh,,-86362.656,5.39,8.5539317,0.0508,B-,3544.8865,5.3348,907285.879,5.786,,,,,,,Odd-Odd,
1226,17,62,45,107,Rh,+p,-86863.711,12.051,8.554103999999999,0.1126,B-,1508.9427,12.1108,906747.975,12.937,,,,,,,Even-Odd,
1227,18,63,45,108,Rh,x,-85031.156,13.997,8.532665699999999,0.1296,B-,4493.0596,14.0405,908715.304,15.026,,,,,,,Odd-Odd,
1228,19,64,45,109,Rh,,-84999.251,4.04,8.5281404,0.0371,B-,2607.2327,4.1874,908749.555,4.336,,,,,,,Even-Odd,
1229,20,65,45,110,Rh,,-82828.693,17.805,8.5042551,0.1619,B-,5502.2116,17.7967,911079.745,19.114,,,,,,,Odd-Odd,
1230,21,66,45,111,Rh,,-82303.871,6.853,8.4956267,0.0617,B-,3682.0153,6.8899,911643.164,7.356,,,,,,,Even-Odd,
1231,22,67,45,112,Rh,,-79731.052,44.085,8.4688666,0.3936,B-,6589.9874,43.9269,914405.199,47.327,,,,,,,Odd-Odd,
1232,23,68,45,113,Rh,x,-78766.944,7.132,8.4568165,0.0631,B-,4823.5559,9.8809,915440.212,7.656,,,,,,,Even-Odd,
1233,24,69,45,114,Rh,,-75710.275,71.561,8.426622100000001,0.6277,B-,7780.0712,71.8915,918721.68,76.824,,,,,,,Odd-Odd,
1234,25,70,45,115,Rh,x,-74229.228,7.319,8.4106538,0.0636,B-,6196.5938,15.3503,920311.649,7.857,,,,,,,Even-Odd,
1235,26,71,45,116,Rh,,-70735.742,73.832,8.377612300000001,0.6365,B-,9095.2839,74.169,924062.06,79.261,,,,,,,Odd-Odd,
1236,27,72,45,117,Rh,x,-68896.758,8.895,8.3592766,0.076,B-,7527.1313,11.4108,926036.291,9.548,,,,,,,Even-Odd,
1237,28,73,45,118,Rh,x,-64886.84,24.236,8.3228539,0.2054,B-,10501.5182,24.3424,930341.116,26.018,,,,,,,Odd-Odd,
1238,29,74,45,119,Rh,x,-62822.802,9.315,8.3033953,0.0783,B-,8584.4751,12.4416,932556.951,10.0,,,,,,,Even-Odd,
1239,30,75,45,120,Rh,x,,,,,B-,,,,,,,,,,,Odd-Odd,
1240,31,76,45,121,Rh,x,-56250.134,619.444,8.2452397,5.1194,B-,9932.203,619.4527,939613.0,665.0,,,,,,,Even-Odd,
1241,32,77,45,122,Rh,x,,,,,B-,,,,,,,,,,,Odd-Odd,
1242,33,78,45,123,Rh,x,,,,,B-,,,,,,,,,,,Even-Odd,
1243,34,79,45,124,Rh,x,,,,,B-,,,,,,,,,,,Odd-Odd,
1244,35,80,45,125,Rh,x,,,,,B-,,,,,,,,,,,Even-Odd,
1245,36,81,45,126,Rh,x,,,,,B-,,,,,,,,,,,Odd-Odd,
1246,37,82,45,127,Rh,x,,,,,B-,,,,,,,,,,,Even-Odd,
1247,38,83,45,128,Rh,x,,,,,B-,,,,,,,,,,,Odd-Odd,
1248,-2,44,46,90,Pd,x,,,,,B-,,,,,,,,,,,Even-Even,
1249,-1,45,46,91,Pd,-,,,,,B-,,,,,,,,,,,Even-Odd,
1250,0,46,46,92,Pd,-,-54779.095,345.028,8.2755695,3.7503,B-,,,941192.225,370.402,,,,,,,Even-Even,
1251,1,47,46,93,Pd,-,-58981.81,370.009,8.3185637,3.9786,B-,,,936680.426,397.221,,,,,,,Even-Odd,
1252,2,48,46,94,Pd,x,-66102.281,4.287,8.3916832,0.0456,B-,,,929036.286,4.602,,,,,,,Even-Even,
1253,3,49,46,95,Pd,x,-69965.913,3.031,8.4289807,0.0319,B-,,,924888.506,3.253,,,,,,,Even-Odd,
1254,4,50,46,96,Pd,x,-76183.42,4.194,8.490020699999999,0.0437,B-,-11671.7741,90.1814,918213.739,4.502,,,,,,,Even-Even,
1255,5,51,46,97,Pd,x,-77805.852,4.844,8.5024303,0.0499,B-,-6901.8255,12.9558,916471.985,5.2,,,,,,,Even-Odd,
1256,6,52,46,98,Pd,,-81320.985,4.742,8.5338999,0.0484,B-,-8254.5607,33.0975,912698.335,5.09,,,,,,,Even-Even,
1257,7,53,46,99,Pd,,-82182.861,5.107,8.5379332,0.0516,B-,-5470.3785,8.0829,911773.073,5.482,,,,,,,Even-Odd,
1258,8,54,46,100,Pd,,-85212.672,17.637,8.5635652,0.1764,B-,-7074.703,18.3319,908520.438,18.934,,,,,,,Even-Even,
1259,9,55,46,101,Pd,,-85432.145,4.588,8.5608644,0.0454,B-,-4097.7606,6.6679,908284.824,4.925,,,,,,,Even-Odd,
1260,10,56,46,102,Pd,,-87902.963,0.419,8.580288699999999,0.0041,B-,-5656.2615,8.1816,905632.292,0.449,Pd,102.0,4.4827,0.0044,,,Even-Even,0.0980392156862745
1261,11,57,46,103,Pd,-n,-87456.98,0.878,8.5710173,0.0085,B-,-2654.2778,4.1916,906111.074,0.942,,,,,,,Even-Odd,
1262,12,58,46,104,Pd,+n,-89395.123,1.336,8.5848485,0.0129,B-,-4278.6529,4.0,904030.393,1.434,Pd,104.0,4.5078,0.0027,,,Even-Even,0.11538461538461542
1263,13,59,46,105,Pd,,-88417.905,1.138,8.5706509,0.0108,B-,-1347.0564,4.6695,905079.479,1.222,Pd,105.0,4.515,0.003,,,Even-Odd,0.12380952380952381
1264,14,60,46,106,Pd,,-89907.543,1.106,8.5799934,0.0104,B-,-2965.1434,2.8172,903480.287,1.186,Pd,106.0,4.5318,0.0029,,,Even-Even,0.13207547169811318
1265,15,61,46,107,Pd,,-88372.654,1.201,8.5608946,0.0112,B-,34.0458,2.3174,905128.058,1.289,,,,,,,Even-Odd,
1266,16,62,46,108,Pd,,-89524.215,1.108,8.567024100000001,0.0103,B-,-1917.4238,2.6323,903891.806,1.189,Pd,108.0,4.5563,0.0027,,,Even-Even,0.14814814814814814
1267,17,63,46,109,Pd,,-87606.484,1.114,8.5448825,0.0102,B-,1112.9469,1.4024,905950.576,1.195,,,,,,,Even-Odd,
1268,18,64,46,110,Pd,,-88330.904,0.612,8.547163000000001,0.0056,B-,-873.5982,1.3777,905172.878,0.657,Pd,110.0,4.5782,0.003,,,Even-Even,0.1636363636363637
1269,19,65,46,111,Pd,-n,-85985.886,0.731,8.5217498,0.0066,B-,2229.5607,1.5721,907690.358,0.785,,,,,,,Even-Odd,
1270,20,66,46,112,Pd,,-86321.039,6.546,8.5207205,0.0584,B-,262.6897,6.9799,907330.557,7.027,,,,,,,Even-Even,
1271,21,67,46,113,Pd,x,-83590.5,6.947,8.4925795,0.0615,B-,3436.3252,18.0341,910261.912,7.458,,,,,,,Even-Odd,
1272,22,68,46,114,Pd,x,-83490.346,6.948,8.488005600000001,0.061,B-,1440.4642,8.3133,910369.43,7.459,,,,,,,Even-Even,
1273,23,69,46,115,Pd,,-80425.822,13.547,8.4577342,0.1178,B-,4556.7647,21.6496,913659.333,14.543,,,,,,,Even-Odd,
1274,24,70,46,116,Pd,x,-79831.026,7.135,8.4492755,0.0615,B-,2711.6378,7.8446,914297.872,7.659,,,,,,,Even-Even,
1275,25,71,46,117,Pd,,-76423.89,7.255,8.4169243,0.062,B-,5758.0284,14.7674,917955.584,7.788,,,,,,,Even-Odd,
1276,26,72,46,118,Pd,,-75388.358,2.494,8.4052197,0.0211,B-,4165.4444,3.5419,919067.273,2.677,,,,,,,Even-Even,
1277,27,73,46,119,Pd,x,-71407.277,8.248,8.3689594,0.0693,B-,7238.4816,16.8566,923341.138,8.854,,,,,,,Even-Odd,
1278,28,74,46,120,Pd,,-70279.604,2.296,8.3570817,0.0191,B-,5371.9076,5.0261,924551.745,2.464,,,,,,,Even-Even,
1279,29,75,46,121,Pd,x,-66182.337,3.353,8.320858399999999,0.0277,B-,8220.4934,12.5652,928950.342,3.6,,,,,,,Even-Odd,
1280,30,76,46,122,Pd,x,-64616.169,19.561,8.3059755,0.1603,B-,6489.9492,42.9094,930631.693,21.0,,,,,,,Even-Even,
1281,31,77,46,123,Pd,x,-60429.748,789.441,8.2700318,6.4182,B-,9138.8323,790.1142,935126.0,847.5,,,,,,,Even-Odd,
1282,32,78,46,124,Pd,x,,,,,B-,,,,,,,,,,,Even-Even,
1283,33,79,46,125,Pd,x,,,,,B-,,,,,,,,,,,Even-Odd,
1284,34,80,46,126,Pd,x,,,,,B-,,,,,,,,,,,Even-Even,
1285,35,81,46,127,Pd,x,,,,,B-,,,,,,,,,,,Even-Odd,
1286,36,82,46,128,Pd,x,,,,,B-,,,,,,,,,,,Even-Even,
1287,37,83,46,129,Pd,x,,,,,B-,,,,,,,,,,,Even-Odd,
1288,38,84,46,130,Pd,x,,,,,B-,,,,,,,,,,,Even-Even,
1289,39,85,46,131,Pd,x,,,,,B-,,,,,,,,,,,Even-Odd,
1290,-2,45,47,92,Ag,x,,,,,B-,,,,,,,,,,,Odd-Odd,
1291,-1,46,47,93,Ag,x,,,,,B-,,,,,,,,,,,Even-Odd,
1292,0,47,47,94,Ag,-,,,,,B-,,,,,,,,,,,Odd-Odd,
1293,1,48,47,95,Ag,-,,,,,B-,,,,,,,,,,,Even-Odd,
1294,2,49,47,96,Ag,ep,-64511.645,90.084,8.3602903,0.9384,B-,,,930743.903,96.708,,,,,,,Odd-Odd,
1295,3,50,47,97,Ag,x,-70904.027,12.016,8.4232121,0.1239,B-,-10170.0,420.0,923881.4,12.9,Ag,97.0,,,4.4202,0.0226,Even-Odd,0.030927835051546393
1296,4,51,47,98,Ag,,-73066.425,32.907,8.4416866,0.3358,B-,-5430.0,40.0,921559.97,35.327,Ag,98.0,,,4.4518,0.018,Odd-Odd,0.04081632653061229
1297,5,52,47,99,Ag,x,-76712.483,6.265,8.4747744,0.0633,B-,-6781.3511,6.4622,917645.766,6.725,Ag,99.0,,,4.463,0.0179,Even-Odd,0.0505050505050505
1298,6,53,47,100,Ag,x,-78137.969,5.0,8.4849947,0.05,B-,-3943.374,5.2735,916115.443,5.367,Ag,100.0,,,4.4719,0.028,Odd-Odd,0.06000000000000005
1299,7,54,47,101,Ag,x,-81334.384,4.838,8.512546500000001,0.0479,B-,-5497.9186,5.0625,912683.951,5.193,Ag,101.0,4.4799,0.0088,4.4799,0.0111,Even-Odd,0.06930693069306926
1300,8,55,47,102,Ag,+,-82246.702,8.171,8.517165,0.0801,B-,-2587.0,8.0,911704.538,8.771,,,,,,,Odd-Odd,
1301,9,56,47,103,Ag,x,-84802.702,4.099,8.537652,0.0398,B-,-4151.0761,4.4806,908960.558,4.4,Ag,103.0,4.5036,0.0065,4.5036,0.0065,Even-Odd,0.08737864077669899
1302,10,57,47,104,Ag,-,-85116.47,4.217,8.536185,0.0406,B-,-1148.0787,4.537,908623.715,4.527,Ag,104.0,4.5119,0.0058,4.5119,0.0058,Odd-Odd,0.09615384615384615
1303,11,58,47,105,Ag,,-87070.848,4.544,8.550370800000001,0.0433,B-,-2736.9989,4.3618,906525.604,4.877,Ag,105.0,4.5269,0.0045,4.5269,0.0045,Even-Odd,0.10476190476190472
1304,12,59,47,106,Ag,,-86942.399,3.016,8.5446397,0.0285,B-,189.7534,2.819,906663.499,3.237,,,,,,,Odd-Odd,
1305,13,60,47,107,Ag,,-88406.7,2.382,8.5539012,0.0223,B-,-1416.3741,2.5654,905091.509,2.556,Ag,107.0,4.5454,0.0031,4.5454,0.0031,Even-Odd,0.12149532710280375
1306,14,61,47,108,Ag,-n,-87606.792,2.388,8.5420262,0.0221,B-,1645.6311,2.6386,905950.245,2.563,,,,,,,Odd-Odd,
1307,15,62,47,109,Ag,,-88719.431,1.287,8.547915499999998,0.0118,B-,-215.1002,1.7795,904755.778,1.381,Ag,109.0,4.5638,0.0025,4.5638,0.0025,Even-Odd,0.13761467889908252
1308,16,63,47,110,Ag,,-87457.306,1.286,8.532108899999999,0.0117,B-,2890.6633,1.2771,906110.724,1.38,,,,,,,Odd-Odd,
1309,17,64,47,111,Ag,+,-88215.447,1.459,8.5347878,0.0131,B-,1036.8,1.4142,905296.827,1.565,,,,,,,Even-Odd,
1310,18,65,47,112,Ag,x,-86583.729,2.422,8.5160807,0.0216,B-,3991.1283,2.4348,907048.548,2.6,,,,,,,Odd-Odd,
1311,19,66,47,113,Ag,+,-87026.825,16.643,8.516066,0.1473,B-,2016.4615,16.641,906572.865,17.866,,,,,,,Even-Odd,
1312,20,67,47,114,Ag,x,-84930.811,4.564,8.493778599999999,0.04,B-,5084.1233,4.5727,908823.029,4.9,,,,,,,Odd-Odd,
1313,21,68,47,115,Ag,,-84982.587,18.268,8.4905553,0.1589,B-,3101.893,18.2744,908767.445,19.611,,,,,,,Even-Odd,
1314,22,69,47,116,Ag,x,-82542.664,3.26,8.465907300000001,0.0281,B-,6169.8248,3.2642,911386.809,3.5,,,,,,,Odd-Odd,
1315,23,70,47,117,Ag,,-82181.918,13.572,8.459451499999998,0.116,B-,4236.479,13.6099,911774.086,14.57,,,,,,,Even-Odd,
1316,24,71,47,118,Ag,x,-79553.802,2.515,8.43389,0.0213,B-,7147.8469,20.1582,914595.484,2.7,,,,,,,Odd-Odd,
1317,25,72,47,119,Ag,,-78645.759,14.703,8.423212600000001,0.1236,B-,5331.1799,35.9259,915570.309,15.783,,,,,,,Even-Odd,
1318,26,73,47,120,Ag,x,-75651.512,4.471,8.3953281,0.0373,B-,8305.8535,5.8202,918784.765,4.8,,,,,,,Odd-Odd,
1319,27,74,47,121,Ag,x,-74402.831,12.109,8.3823306,0.1001,B-,6671.0057,12.2642,920125.279,13.0,,,,,,,Even-Odd,
1320,28,75,47,122,Ag,x,-71106.118,38.191,8.3527591,0.313,B-,9506.2662,38.2604,923664.446,41.0,,,,,,,Odd-Odd,
1321,29,76,47,123,Ag,x,-69568.581,32.602,8.3379707,0.2651,B-,7845.6026,32.7136,925315.06,35.0,,,,,,,Even-Odd,
1322,30,77,47,124,Ag,x,-66229.951,251.503,8.3088958,2.0283,B-,10469.4858,251.5169,928899.227,270.0,,,,,,,Odd-Odd,
1323,31,78,47,125,Ag,x,-64519.939,433.145,8.2933151,3.4652,B-,8828.1511,433.1544,930735.0,465.0,,,,,,,Even-Odd,
1324,32,79,47,126,Ag,x,,,,,B-,,,,,,,,,,,Odd-Odd,
1325,33,80,47,127,Ag,x,,,,,B-,,,,,,,,,,,Even-Odd,
1326,34,81,47,128,Ag,x,,,,,B-,,,,,,,,,,,Odd-Odd,
1327,35,82,47,129,Ag,x,,,,,B-,,,,,,,,,,,Even-Odd,
1328,36,83,47,130,Ag,-nn,,,,,B-,,,,,,,,,,,Odd-Odd,
1329,37,84,47,131,Ag,x,,,,,B-,,,,,,,,,,,Even-Odd,
1330,38,85,47,132,Ag,x,,,,,B-,,,,,,,,,,,Odd-Odd,
1331,39,86,47,133,Ag,x,,,,,B-,,,,,,,,,,,Even-Odd,
1332,-2,46,48,94,Cd,x,,,,,B-,,,,,,,,,,,Even-Even,
1333,-1,47,48,95,Cd,-,,,,,B-,,,,,,,,,,,Even-Odd,
1334,0,48,48,96,Cd,-,,,,,B-,,,,,,,,,,,Even-Even,
1335,1,49,48,97,Cd,-,-60734.027,420.172,8.310301299999999,4.3317,B-,,,934799.343,451.073,,,,,,,Even-Odd,
1336,2,50,48,98,Cd,-,-67636.425,51.797,8.3782953,0.5285,B-,,,927389.315,55.605,,,,,,,Even-Even,
1337,3,51,48,99,Cd,x,-69931.132,1.584,8.3983734,0.016,B-,,,924925.845,1.7,,,,,,,Even-Odd,
1338,4,52,48,100,Cd,x,-74194.595,1.677,8.437737499999999,0.0168,B-,-10016.4492,2.7945,920348.829,1.8,,,,,,,Even-Even,
1339,5,53,48,101,Cd,x,-75836.466,1.49,8.4503657,0.0148,B-,-7291.5642,11.7569,918586.209,1.6,,,,,,,Even-Odd,
1340,6,54,48,102,Cd,,-79659.702,1.662,8.4841322,0.0163,B-,-8964.8059,4.8654,914481.797,1.784,Cd,102.0,4.481,0.0122,,,Even-Even,0.05882352941176472
1341,7,55,48,103,Cd,,-80651.626,1.811,8.489754699999999,0.0176,B-,-6019.2293,9.1242,913416.922,1.943,Cd,103.0,4.4951,0.0105,,,Even-Odd,0.06796116504854366
1342,8,56,48,104,Cd,,-83968.391,1.673,8.5176232,0.0161,B-,-7785.7166,6.0127,909856.228,1.795,Cd,104.0,4.5122,0.0083,,,Even-Even,0.07692307692307687
1343,9,57,48,105,Cd,,-84333.849,1.392,8.5168532,0.0133,B-,-4693.2673,10.3405,909463.893,1.494,Cd,105.0,4.5216,0.007,,,Even-Odd,0.08571428571428574
1344,10,58,48,106,Cd,,-87132.153,1.104,8.5390492,0.0104,B-,-6524.0031,12.1765,906459.791,1.184,Cd,106.0,4.5383,0.0036,,,Even-Even,0.09433962264150941
1345,11,59,48,107,Cd,,-86990.325,1.66,8.5333524,0.0155,B-,-3423.6586,9.58,906612.049,1.782,Cd,107.0,4.5466,0.0039,,,Even-Odd,0.10280373831775702
1346,12,60,48,108,Cd,,-89252.423,1.123,8.550019599999999,0.0104,B-,-5132.5944,8.5845,904183.588,1.205,Cd,108.0,4.5577,0.0031,,,Even-Even,0.11111111111111116
1347,13,61,48,109,Cd,,-88504.33,1.536,8.5387646,0.0141,B-,-2014.8047,4.0662,904986.697,1.649,Cd,109.0,4.5601,0.0035,,,Even-Odd,0.11926605504587151
1348,14,62,48,110,Cd,,-90347.969,0.38,8.5512755,0.0035,B-,-3878.0,11.547,903007.47,0.407,Cd,110.0,4.5765,0.0026,,,Even-Even,0.12727272727272732
1349,15,63,48,111,Cd,,-89252.247,0.357,8.537080099999999,0.0032,B-,-860.1972,3.417,904183.776,0.383,Cd,111.0,4.5845,0.0058,,,Even-Odd,0.1351351351351351
1350,16,64,48,112,Cd,,-90574.857,0.25,8.544730600000001,0.0022,B-,-2584.7306,4.2434,902763.896,0.268,Cd,112.0,4.5944,0.0024,,,Even-Even,0.1428571428571429
1351,17,65,48,113,Cd,,-89043.286,0.245,8.5269874,0.0022,B-,323.837,0.2653,904408.105,0.262,Cd,113.0,4.6012,0.0028,,,Even-Odd,0.1504424778761062
1352,18,66,48,114,Cd,,-90014.934,0.276,8.531513499999999,0.0024,B-,-1445.1268,0.3817,903364.998,0.296,Cd,114.0,4.6087,0.0023,,,Even-Even,0.1578947368421053
1353,19,67,48,115,Cd,,-88084.48,0.651,8.510725200000001,0.0057,B-,1451.8768,0.6514,905437.426,0.699,Cd,115.0,4.6114,0.0046,,,Even-Odd,0.16521739130434787
1354,20,68,48,116,Cd,,-88712.489,0.16,8.5123511,0.0014,B-,-462.7305,0.272,904763.23,0.172,Cd,116.0,4.6203,0.0059,,,Even-Even,0.1724137931034483
1355,21,69,48,117,Cd,-n,-86418.397,1.013,8.488974,0.0087,B-,2524.6381,4.9829,907226.039,1.087,Cd,117.0,4.6136,0.0025,,,Even-Odd,0.17948717948717952
1356,22,70,48,118,Cd,-nn,-86701.649,20.001,8.487834999999999,0.1695,B-,526.5277,21.4501,906921.956,21.471,Cd,118.0,4.6246,0.006,,,Even-Even,0.18644067796610164
1357,23,71,48,119,Cd,,-83976.939,37.695,8.461438099999999,0.3168,B-,3721.7197,38.088,909847.052,40.467,,,,,,,Even-Odd,
1358,24,72,48,120,Cd,x,-83957.365,3.726,8.458024,0.0311,B-,1770.3754,40.1837,909868.065,4.0,Cd,120.0,4.63,0.0069,,,Even-Even,0.19999999999999996
1359,25,73,48,121,Cd,x,-81073.837,1.942,8.4309972,0.0161,B-,4760.7564,27.4876,912963.66,2.085,,,,,,,Even-Odd,
1360,26,74,48,122,Cd,,-80612.384,2.299,8.4242667,0.0188,B-,2958.9765,50.1126,913459.05,2.468,,,,,,,Even-Even,
1361,27,75,48,123,Cd,,-77414.183,2.696,8.395395500000001,0.0219,B-,6014.8503,19.898,916892.46,2.894,,,,,,,Even-Odd,
1362,28,76,48,124,Cd,,-76699.436,2.609,8.3870179,0.021,B-,4168.342,30.5355,917659.772,2.8,,,,,,,Even-Even,
1363,29,77,48,125,Cd,x,-73348.09,2.888,8.3576815,0.0231,B-,7064.2177,3.3869,921257.59,3.1,,,,,,,Even-Odd,
1364,30,78,48,126,Cd,,-72255.727,2.304,8.3467393,0.0183,B-,5553.65,4.7831,922430.29,2.473,,,,,,,Even-Even,
1365,31,79,48,127,Cd,x,-68741.199,6.2,8.3168971,0.0488,B-,8138.6978,11.7675,926203.291,6.656,,,,,,,Even-Odd,
1366,32,80,48,128,Cd,,-67238.245,6.432,8.3032367,0.0503,B-,6951.8716,6.5665,927816.778,6.905,,,,,,,Even-Even,
1367,33,81,48,129,Cd,x,-63122.142,5.31,8.2695311,0.0412,B-,9712.7471,5.6637,932235.597,5.7,,,,,,,Even-Odd,
1368,34,82,48,130,Cd,x,-61117.597,22.356,8.2525868,0.172,B-,8788.9322,22.4274,934387.563,24.0,,,,,,,Even-Even,
1369,35,83,48,131,Cd,,-55211.76,19.238,8.2061204,0.1469,B-,12812.6089,19.3644,940727.74,20.653,,,,,,,Even-Odd,
1370,36,84,48,132,Cd,x,-50465.429,60.068,8.1691421,0.4551,B-,11946.1243,84.9236,945823.136,64.485,,,,,,,Even-Even,
1371,37,85,48,133,Cd,x,,,,,B-,,,,,,,,,,,Even-Odd,
1372,38,86,48,134,Cd,x,,,,,B-,,,,,,,,,,,Even-Even,
